date,ad_unit,adx_impressions,adx_revenue,avg_adx_cpm
2024/2/1,s_baseball_300x250_SP-BB-draft-middleC_27735,38,2,46
2024/2/1,s_baseball_300x250_SP-BB-find-middleC_27735,736,11,15
2024/2/1,s_baseball_300x250_SP-BB-find-middleA_27735,1617,56,35
2024/2/1,s_baseball_300x250_SP-BB-find-middleB_27735,1023,18,18
2024/2/1,s_baseball_300x250_SP-BB-game-middleC_27735,38,1,36
2024/2/1,s_baseball_300x250_SP-BB-game-middleA_27735,197,10,51
2024/2/1,s_baseball_300x250_SP-BB-game-middleB_27735,148,3,17
2024/2/1,s_baseball_300x250_SP-BB-player-middleA_27735,6844,535,78
2024/2/1,s_baseball_300x250_SP-BB-player-middleB_27735,6485,342,53
2024/2/1,s_baseball_300x250_SP-BB-player-middleC_27735,4239,172,40
2024/2/1,s_baseball_300x250_SP-BB-top-middleA_27735,250,12,49
2024/2/1,s_baseball_300x250_SP-BB-top-middleB_27735,217,7,32
2024/2/1,s_baseball_300x250_SP-BB-top-middleC_27735,173,5,29
2024/2/1,s_baseball_320x100_SP-BB-overlay_27735,13625,1664,122
2024/2/1,s_baseball_320x100_SP-BB-column-1stBanner_27735,89,28,309
2024/2/1,s_baseball_320x100_SP-BB-draft-1stBanner_27735,169,5,32
2024/2/1,s_baseball_320x100_SP-BB-find-1stBanner_27735,3265,107,33
2024/2/1,s_baseball_320x100_SP-BB-game-1stBanner_27735,47,7,143
2024/2/1,s_baseball_320x100_SP-BB-top-middleAA_27735,189,4,23
2024/2/1,s_baseball_320x50_SP-BB-find-overlay_27735,3918,133,34
2024/2/1,s_bbmsports_300x250_Interstitial_28011,871,444,509
2024/2/1,s_bbmsports_300x250_sp-top-300x250-1st_28011,104,4,40
2024/2/1,s_bbmsports_300x250_sp-top-300x250-2nd_28011,60,1,23
2024/2/1,s_bbmsports_300x250_sp-article-300x250-inread_28011,1169,88,75
2024/2/1,s_bbmsports_300x250_sp-article-300x250-underarticle-1st_28011,179,7,38
2024/2/1,s_bbmsports_300x250_sp-article-300x250-underarticle-2nd_28011,830,40,48
2024/2/1,s_bbmsports_300x250_sp-article-300x250-underarticle-3rd_28011,675,30,44
2024/2/1,s_bbmsports_300x250_sp-gallery-300x250-underarticle-1st_28011,642,79,123
2024/2/1,s_bbmsports_300x250_sp-gallery-300x250-underarticle-2nd_28011,474,27,58
2024/2/1,s_bbmsports_300x250_sp-pre-article-300x250-1st_28011,1505,109,72
2024/2/1,s_bbmsports_300x250_sp-pre-article-300x250-2nd_28011,1747,75,43
2024/2/1,s_bbmsports_320x100_overlay_28011,6604,381,58
2024/2/1,s_bbmsports_320x100_sp-article-320x100-ATF_28011,3036,80,26
2024/2/1,s_bbmsports_320x100_sp-gallery-320x100-ATF_28011,2099,147,70
2024/2/1,s_bbmsports_320x100_sp-gallery-320x100-underpic_28011,1004,102,101
2024/2/1,s_bbmsports_320x100_sp-pre-article-320x100-ATF_28011,4108,165,40
2024/2/1,s_bellemaison_300x250_ProductDetailsfooter_31120,231472,4601,20
2024/2/1,s_bellemaison_300x250_footer_31120,4138,113,27
2024/2/1,s_bike-news_300x250_title_24566,14883,1704,115
2024/2/1,s_bike-news_300x250_top-itirann-1st_24566,689,118,171
2024/2/1,s_bike-news_300x250_top-itirann-2nd_24566,638,42,66
2024/2/1,s_bike-news_300x250_belowpicture_24566,20240,3042,150
2024/2/1,s_bike-news_300x250_browsi4_24566,1397,176,126
2024/2/1,s_bike-news_300x250_browsi5_24566,537,68,126
2024/2/1,s_bike-news_300x250_browsi6_24566,210,24,116
2024/2/1,s_bike-news_300x250_browsi1_24566,19173,2161,113
2024/2/1,s_bike-news_300x250_browsi2_24566,11396,1282,113
2024/2/1,s_bike-news_300x250_browsi3_24566,6424,639,99
2024/2/1,s_bike-news_300x250_gallery-belowpicture_24566,6816,929,136
2024/2/1,s_bike-news_300x250_kijisita_24566,23544,2531,108
2024/2/1,s_bike-news_300x250_popin1_24566,18331,671,37
2024/2/1,s_bike-news_300x250_popin2_24566,10423,332,32
2024/2/1,s_bike-news_300x250_popin3_24566,6476,167,26
2024/2/1,s_bike-news_320x100_gallerytitle_24566,7047,1997,283
2024/2/1,s_bike-newsoverlay_320x100_overlay_24592,17661,2740,155
2024/2/1,s_bike-newsoverlay_320x100_pictureoverlay_24592,6402,970,152
2024/2/1,s_bike-newsoverlay_320x100_top-itirann-overlay_24592,763,61,79
2024/2/1,s_bokete.n_0x0_text-infeed_24231,5316,60,11
2024/2/1,s_bokete_300x250_InterstitialADX_24230,5239,1248,238
2024/2/1,s_bokete_300x250_browsi4_24230,21354,668,31
2024/2/1,s_bokete_300x250_browsi5_24230,18587,551,30
2024/2/1,s_bokete_300x250_browsi6_24230,15591,459,29
2024/2/1,s_bokete_300x250_browsi1_24230,24637,769,31
2024/2/1,s_bokete_300x250_browsi2_24230,23073,716,31
2024/2/1,s_bokete_300x250_browsi3_24230,19836,602,30
2024/2/1,s_bokete_320x70_overlay_24230,62122,869,14
2024/2/1,s_bokete_336x280_bokesyosai-comment-ue_24230,12841,347,27
2024/2/1,s_bokete_336x280_footer_24230,21373,647,30
2024/2/1,s_bokete_336x280_header_24230,22225,537,24
2024/2/1,s_blog.livedoor_300x600_bottom1-nanjstu_5249,24451,686,28
2024/2/1,s_blog.livedoor_300x250_A-article-head1-300250-google_5249,1,0,15
2024/2/1,s_blog.livedoor_300x250_bottom1-neirosoku_5249,76828,325,4
2024/2/1,s_blog.livedoor_300x250_browsi1-nanjstu_5249,29459,873,30
2024/2/1,s_blog.livedoor_300x250_browsi1-neirosoku_5249,97525,1661,17
2024/2/1,s_blog.livedoor_300x250_browsi2-nanjstu_5249,60357,1640,27
2024/2/1,s_blog.livedoor_300x250_browsi2-neirosoku_5249,84223,1795,21
2024/2/1,s_blog.livedoor_300x250_browsi3-nanjstu_5249,56703,1558,27
2024/2/1,s_blog.livedoor_300x250_browsi3-neirosoku_5249,53049,1347,25
2024/2/1,s_blog.livedoor_300x250_browsi4-nanjstu_5249,66326,1727,26
2024/2/1,s_blog.livedoor_300x250_browsi4-neirosoku_5249,98277,1895,19
2024/2/1,s_blog.livedoor_300x250_browsi5-nanjstu_5249,62349,1663,27
2024/2/1,s_blog.livedoor_300x250_browsi5-neirosoku_5249,99422,2092,21
2024/2/1,s_blog.livedoor_300x250_browsi6-nanjstu_5249,67074,1719,26
2024/2/1,s_blog.livedoor_300x250_head1-nanjstu_5249,222196,9891,45
2024/2/1,s_blog.livedoor_300x250_head1-neirosoku_5249,97775,1494,15
2024/2/1,s_blog.livedoor_300x250_head2-nanjstu_5249,15728,471,30
2024/2/1,s_blog.livedoor_300x250_head2-neirosoku_5249,101964,773,8
2024/2/1,s_blog.livedoor_300x250_head3-nanjstu_5249,15645,464,30
2024/2/1,s_blog.livedoor_300x250_head4-nanjstu_5249,24814,705,28
2024/2/1,s_blog.livedoor_300x250_interstitial-nanjstu-adx_5249,68176,2609,38
2024/2/1,s_blog.livedoor_300x250_middle1-nanjstu_5249,25033,722,29
2024/2/1,s_blog.livedoor_300x250_middle1-neirosoku_5249,71796,713,10
2024/2/1,s_blog.livedoor_300x250_middle2-nanjstu_5249,53597,1427,27
2024/2/1,s_blog.livedoor_300x250_middle2-neirosoku_5249,121630,1956,16
2024/2/1,s_blog.livedoor_300x250_middle3-nanjstu_5249,36109,982,27
2024/2/1,s_blog.livedoor_300x250_middle3-neirosoku_5249,136241,2034,15
2024/2/1,s_blog.livedoor_300x250_middle4-nanjstu_5249,19818,533,27
2024/2/1,s_blog.livedoor_300x250_middle4-neirosoku_5249,18636,656,35
2024/2/1,s_blog.livedoor_300x250_middle5-neirosoku_5249,104275,721,7
2024/2/1,s_blog.livedoor_300x250_middle6-neirosoku_5249,128886,1488,12
2024/2/1,s_blog.livedoor_300x250_middle7-neirosoku_5249,106185,912,9
2024/2/1,s_blog.livedoor_300x250_middle8-neirosoku_5249,140304,1516,11
2024/2/1,s_blog.livedoor_320x100_PBPoverlay_5249,27504,1114,40
2024/2/1,s_blog.livedoor_320x100_officialblogoverlay_5249,1078975,61311,57
2024/2/1,s_blog.livedoor_320x100_pbpoverlay-nanjstu_5249,258400,7737,30
2024/2/1,s_blog.livedoor_320x100_pbpoverlay-neirosoku_5249,2431,436,179
2024/2/1,s_breaktime_300x250_Interstitial_28581,276,65,235
2024/2/1,s_breaktime_300x250_Top_28581,1546,91,59
2024/2/1,s_breaktime_300x250_kijinaka_28581,2045,54,26
2024/2/1,s_breaktime_300x250_kijisita_28581,865,16,18
2024/2/1,s_breaktime_300x250_kijititleshita_28581,1411,29,20
2024/2/1,s_breaktime_300x250_kyoyuue_28581,1470,147,100
2024/2/1,s_breaktime_320x100_overlay_28581,1390,106,76
2024/2/1,s_bs-asahi_300x250_footer-rectangle-banner1_27418,6223,218,35
2024/2/1,s_bs-asahi_300x250_footer-rectangle-banner2_27418,7151,148,21
2024/2/1,s_bs-asahi_320x50_super-banner_27418,10825,282,26
2024/2/1,s_bunka-housou_320x100_overlay_27875,14823,2597,175
2024/2/1,s_buhitter_300x250_Interstitial_28274,2242,183,82
2024/2/1,s_buhitter_300x250_kensakunaka2_28274,1144,25,22
2024/2/1,s_buhitter_320x100_overlay_28274,6982,163,23
2024/2/1,s_buzzta_300x250_InsideArticle1_27741,2,0,37
2024/2/1,s_buzzta_300x250_InsideArticle2_27741,1,0,30
2024/2/1,s_buzzta_300x250_kijinaka-4_27741,2,0,17
2024/2/1,s_buzzta_300x250_kijinaka-3_27741,2,0,18
2024/2/1,s_buzzta_300x250_kijiue_27741,2,0,8
2024/2/1,s_buzzta_320x100_overlay_27741,2,0,18
2024/2/1,s_carpcarpcarp_300x250_footerue-display_30391,38,1,21
2024/2/1,s_carpcarpcarp_300x250_kijinaka-1_30391,140,4,27
2024/2/1,s_carpcarpcarp_300x250_kijinaka-2_30391,1,0,14
2024/2/1,s_carpcarpcarp_300x250_kijishita-display_30391,141,7,48
2024/2/1,s_carpcarpcarp_300x250_kijiue-display_30391,208,10,49
2024/2/1,s_carpcarpcarp_320x100_overlay_30391,189,13,69
2024/2/1,s_cecile-nifty_300x250_footer_27839,5135,1032,201
2024/2/1,s_celeby_300x250_InterstitialADX_26353,291,48,166
2024/2/1,s_celeby_320x100_overlay100_26353,5,0,46
2024/2/1,s_chouseisan.mixtend_300x250_event-SPfooter-banner_21803,288278,13918,48
2024/2/1,s_chouseisan.mixtend_300x250_event-SPheader-banner_21803,350028,45047,129
2024/2/1,s_chouseisan.mixtend_300x250_footer_21803,16790,1370,82
2024/2/1,s_chosunonline_300x250_4threctangle-article_30317,3356,189,56
2024/2/1,s_chosunonline_300x250_4threctangle-list_30317,273,14,50
2024/2/1,s_chosunonline_300x250_5threctangle-list_30317,1742,36,21
2024/2/1,s_chosunonline_300x250_1strectangle-article_30317,43327,3817,88
2024/2/1,s_chosunonline_300x250_1strectangle-list_30317,3825,356,93
2024/2/1,s_chosunonline_300x250_2ndrectangle-article_30317,35234,5331,151
2024/2/1,s_chosunonline_300x250_2ndrectangle-list_30317,3485,274,79
2024/2/1,s_chosunonline_300x250_3rdrectangle-article_30317,4646,274,59
2024/2/1,s_chosunonline_300x250_3rdrectangle-list_30317,4083,115,28
2024/2/1,s_chosunonline_300x250_browsi4_30317,114,10,89
2024/2/1,s_chosunonline_300x250_browsi1_30317,1064,139,131
2024/2/1,s_chosunonline_300x250_browsi2_30317,564,72,128
2024/2/1,s_chosunonline_300x250_browsi3_30317,214,29,135
2024/2/1,s_chosunonline_300x250_inarticle4th-article_30317,2386,268,112
2024/2/1,s_chosunonline_300x250_inarticle1st-article_30317,17780,2488,140
2024/2/1,s_chosunonline_300x250_inarticle2nd-article_30317,7911,1147,145
2024/2/1,s_chosunonline_300x250_inarticle3rd-article_30317,3989,525,132
2024/2/1,s_chosunonline_320x100_overlay-all_30317,46034,5056,110
2024/2/1,s_chuonippo_300x250_1strectangle-top_27143,4986,187,38
2024/2/1,s_chuonippo_300x250_2ndrectangle-top_27143,4276,118,28
2024/2/1,s_chuonippo_300x250_3rdrectangle-top_27143,1250,39,32
2024/2/1,s_chuonippo_300x250_underarticle-article_27143,35966,4650,129
2024/2/1,s_chuonippo_300x250_undercomment-article_27143,18124,734,40
2024/2/1,s_chuonippo_300x250_underlist-article_27143,14774,511,35
2024/2/1,s_chuonippo_300x250_underlist-list_27143,843,52,62
2024/2/1,s_chuonippo_300x250_underranking-article_27143,6926,274,40
2024/2/1,s_chuonippo_300x250_abovetitle-article_27143,18504,583,31
2024/2/1,s_chuonippo_300x250_browsi4_27143,1445,203,140
2024/2/1,s_chuonippo_300x250_browsi1_27143,29014,2850,98
2024/2/1,s_chuonippo_300x250_browsi2_27143,13255,1292,97
2024/2/1,s_chuonippo_300x250_browsi3_27143,4905,622,127
2024/2/1,s_chuonippo_300x250_inarticle-article_27143,33128,4924,149
2024/2/1,s_chuonippo_320x100_overlay-all_27143,44876,5825,130
2024/2/1,s_citrus_320x100_sp-all-footeroverlay_30173,2279,179,78
2024/2/1,s_cocoiro.sp_300x250_kanrenkiji2_25840,57,2,26
2024/2/1,s_cocoiro.sp_300x250_relatedarticleunder_25840,55,1,25
2024/2/1,s_cocoiro.sp_320x50_overlay80_25840,406,14,36
2024/2/1,s_cocoiro.sp_320x100_pankuzubelow_25840,266,1,4
2024/2/1,s_cocoirocareer_300x250_contentbelow_26522,207,4,22
2024/2/1,s_cocoirocareer_300x250_kijinai1_26522,276,9,33
2024/2/1,s_cocoirocareer_300x250_kijinai2_26522,116,3,28
2024/2/1,s_cocoirocareer_300x250_kijinai3_26522,54,2,35
2024/2/1,s_cocoirocareer_300x250_pager_26522,271,9,32
2024/2/1,s_cocoirocareer_300x250_pagerbelow_26522,254,5,20
2024/2/1,s_coffeemecca_336x280_middle1st_15644,455,47,102
2024/2/1,s_coffeemecca_336x280_middle2nd_15644,8,2,202
2024/2/1,s_coffeemecca_336x280_middle3rd_15644,555,64,116
2024/2/1,s_colleee_300x250_kijinaka-5_30206,1,0,23
2024/2/1,s_colleee_320x50_header_30206,1,0,8
2024/2/1,s_colleee_320x100_overlay_30206,1,0,18
2024/2/1,s_corona-ex.overseas_320x100_kijinaka3rd_31439,1,0,1
2024/2/1,s_corona-ex.overseas_320x50_overlay_31439,1,0,2
2024/2/1,s_corona-ex_300x250_viewer-end_30075,20336,2506,123
2024/2/1,s_corona-ex_320x100_page-middle-row_30075,22415,469,21
2024/2/1,s_corona-ex_320x50_overlay_30075,72083,2294,32
2024/2/1,s_clover_300x250_top-pickup-shita_21757,4,0,21
2024/2/1,s_clover_300x250_billboard_21757,9,0,53
2024/2/1,s_clover_300x250_category-pager-shita_21757,5,0,15
2024/2/1,s_clover_300x250_contentbelow_21757,6082,251,41
2024/2/1,s_clover_300x250_pagerbelow_21757,582,10,16
2024/2/1,s_clover_336x280_kijinaka-rectangle_21757,5095,337,66
2024/2/1,s_crank-intrend_300x250_belowrecommend_27780,8,0,5
2024/2/1,s_crank-intrend_300x250_under-kanrennews_27780,1,0,3
2024/2/1,s_crank-intrend_300x250_under-ranking_27780,11,0,7
2024/2/1,s_crank-intrend_300x250_under-zenbunwoyomu_27780,7,0,10
2024/2/1,s_crepu_300x250_TL3_31211,4181,150,36
2024/2/1,s_crepu_300x250_TL1_31211,3962,138,35
2024/2/1,s_crepu_300x250_TL2_31211,4316,155,36
2024/2/1,s_crepu_300x250_footer_31211,4676,408,87
2024/2/1,s_crepu_300x250_inline1_31211,180,6,35
2024/2/1,s_crepu_300x250_lp-footer_31211,1180,21,18
2024/2/1,s_crepu_300x250_lp-headersita_31211,1821,73,40
2024/2/1,s_crepu_300x250_post-footer_31211,13139,491,37
2024/2/1,s_crepu_320x50_lp-overlay_31211,482,3,5
2024/2/1,s_crepu_320x50_post-header_31211,14308,107,7
2024/2/1,s_crepu_320x50_profile-header_31211,3798,54,14
2024/2/1,s_dailynk3_336x280_kijinaka_13655,309,11,35
2024/2/1,s_davinci_300x250_300-250-4-Warau-DA-SP_29695,23522,865,37
2024/2/1,s_davinci_300x250_300-250-5-Warau-DA-SP_29695,11082,78,7
2024/2/1,s_davinci_300x250_300-250-6-Warau-DA-SP_29695,12652,289,23
2024/2/1,s_davinci_300x250_300-250-7-Warau-DA-SP_29695,7162,52,7
2024/2/1,s_davinci_300x250_300-250-8-Warau-DA-SP_29695,7738,174,23
2024/2/1,s_davinci_300x250_300-250-1-Warau-DA-SP_29695,10905,92,8
2024/2/1,s_davinci_300x250_300-250-2-Warau-DA-SP_29695,25013,806,32
2024/2/1,s_davinci_300x250_300-250-3-Warau-DA-SP_29695,11714,131,11
2024/2/1,s_davinci_300x250_300-250-top1-Warau-DA-SP_29695,624,9,14
2024/2/1,s_davinci_300x250_300-250-top2-Warau-DA-SP_29695,949,7,8
2024/2/1,s_davinci_300x250_300-250-footer-Warau-DA-SP_29695,800,5,7
2024/2/1,s_davinci_300x250_300-250-get-Warau-DA-SP_29695,7129,93,13
2024/2/1,s_davinci_300x250_300-250-header-Warau-DA-SP_29695,1829,118,65
2024/2/1,s_davinci_300x250_300-250-stamp-2-Warau-DA-SP_29695,15093,262,17
2024/2/1,s_davinci_300x250_300-250-stamp-Warau-DA-SP_29695,11606,267,23
2024/2/1,s_davinci_320x100_320-100-overlay-Warau-DA-SP_29695,20980,720,34
2024/2/1,s_decologm_300x250_TOPP1st_16812,2746,185,67
2024/2/1,s_decologm_300x250_TOPP2nd_16812,4038,141,35
2024/2/1,s_decologm_300x250_new1_16812,485,14,28
2024/2/1,s_decologm_300x250_new2_16812,455,14,31
2024/2/1,s_decologm_300x250_hashtag1_16812,174,16,90
2024/2/1,s_decologm_300x250_hashtag2_16812,111,14,122
2024/2/1,s_dfashion_300x250_kounyukanryo_30157,1583,7135,4508
2024/2/1,s_dfashion_300x250_syohinsyousai-footer_30157,237287,8077,34
2024/2/1,s_dfashion_300x250_syousai-footer_30157,3831,469,122
2024/2/1,s_dfashion_300x250_top-footer_30157,614,137,224
2024/2/1,s_dinos_300x250_footer_15615,9108,3723,409
2024/2/1,s_diet-cafe_300x250_kijinaka-1_30033,1,0,6
2024/2/1,s_domesoccer-blog_300x250_kijinaka-1_22264,10975,90,8
2024/2/1,s_domesoccer-blog_300x250_kijinaka-2_22264,901,25,27
2024/2/1,s_domesoccer-blog_300x250_kijinaka-tudukiwoyomu1_22264,12470,151,12
2024/2/1,s_domesoccer-blog_300x250_kijisita_22264,18390,616,34
2024/2/1,s_domesoccer-blog_320x100_sp-overlay_22264,49750,2080,42
2024/2/1,s_dokusyome-ta-_300x250_Interstitial_27444,16657,5130,308
2024/2/1,s_dokusyome-ta-_300x250_kansou-ue_27444,7412,478,64
2024/2/1,s_dokusyome-ta-_300x250_undercontents_27444,13849,259,19
2024/2/1,s_dokusyome-ta-_320x100_overlay_27444,10384,584,56
2024/2/1,s_dramanavi-ov_320x100_overlay_30080,25773,4416,171
2024/2/1,s_dramanavi2_0x0_kijiichiran1_27321,1061,21,20
2024/2/1,s_dramanavi2_0x0_kijiichiran2_27321,782,15,19
2024/2/1,s_dramanavi2_300x250_contentbelow_27321,13528,764,56
2024/2/1,s_dramanavi2_300x250_under-pic3_27321,10270,308,30
2024/2/1,s_dramanavi2_300x250_under-pic1_27321,15790,1028,65
2024/2/1,s_dramanavi2_300x250_under-pic2_27321,6078,257,42
2024/2/1,s_dramanavi2_300x250_under-pic4_27321,1,0,18
2024/2/1,s_dreamnovel_300x250_pagerbelow_26187,3595,75,21
2024/2/1,s_dreamnovel_320x50_overlay_26187,5227,53,10
2024/2/1,s_dreamnovel_320x100_header_26187,1695,14,8
2024/2/1,s_driveplazasp_300x250_page-low_26139,65901,2286,35
2024/2/1,s_driveplazasp_320x50_page-header-overlay_26139,50288,902,18
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_TOPP1st_16560,118,2,20
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_TOPP2nd_16560,137,3,19
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_TOPP3rd_16560,25,0,9
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_amp1st_16560,9,0,9
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_amp2nd_16560,10,0,12
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_amp3rd_16560,10,0,15
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_kiji1st_16560,138,3,20
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_kiji2nd_16560,139,2,14
2024/2/1,s_eckybzahmsm43ab5g5336c9iug_336x280_kijinaka1st_16560,101,1,15
2024/2/1,s_egolf_300x250_browsi1_28116,19900,3278,165
2024/2/1,s_egolf_300x250_browsi2_28116,9728,1222,126
2024/2/1,s_egolf_300x250_browsi3_28116,5581,601,108
2024/2/1,s_egolf_300x250_galleryabovepicture_28116,8653,1292,149
2024/2/1,s_egolf_300x250_gallerybelowpicture_28116,1092,200,183
2024/2/1,s_egolf_300x250_gallerymiddle_28116,2566,113,44
2024/2/1,s_egolf_300x250_kijinaka_28116,50403,9189,182
2024/2/1,s_egolf_300x250_kijisita_28116,9382,749,80
2024/2/1,s_egolf_300x250_title_28116,50458,4895,97
2024/2/1,s_egolf_300x250_top-itirann-1st_28116,91,45,498
2024/2/1,s_egolfov_320x100_kijioverlay_28133,34703,4773,138
2024/2/1,s_egolfov_320x100_pictureoverlay_28133,6099,612,100
2024/2/1,s_efight_1x1_offerwall_5105,1170,1584,1354
2024/2/1,s_efight_300x250_billboard_5105,108903,6764,62
2024/2/1,s_efight_300x250_footer-3_5105,106,2,17
2024/2/1,s_efight_300x250_footer-1_5105,5982,134,22
2024/2/1,s_efight_300x250_footer-2_5105,4840,111,23
2024/2/1,s_efight_300x250_middle-browsi1_5105,26808,1243,46
2024/2/1,s_efight_300x250_middle-browsi2_5105,26841,908,34
2024/2/1,s_efight_300x250_middle1a_5105,14099,348,25
2024/2/1,s_efight_300x250_middle2a_5105,8564,229,27
2024/2/1,s_efight_320x100_overlay_5105,47322,3827,81
2024/2/1,s_eigasquare_300x250_InterstitialADX_24096,391,46,119
2024/2/1,s_eigasquare_300x250_main1st_24096,1741,65,37
2024/2/1,s_eigasquare_300x250_main2nd_24096,330,9,28
2024/2/1,s_eigasquare_300x250_main3rd_24096,40,1,30
2024/2/1,s_eigasquare_300x250_sub1st-AMP_24096,8,0,13
2024/2/1,s_eigasquare_300x250_sub1st_24096,200,6,28
2024/2/1,s_eigasquare_320x100_overlay-AMP_24096,11,0,26
2024/2/1,s_encount_300x250_abovemovie_24922,334593,27385,82
2024/2/1,s_encount_300x250_browsi3_24922,23579,1378,58
2024/2/1,s_encount_300x250_browsi1_24922,165039,11957,72
2024/2/1,s_encount_300x250_browsi2_24922,62487,3055,49
2024/2/1,s_encount_300x250_browsi4_24922,17695,1040,59
2024/2/1,s_encount_300x250_browsi5_24922,12870,753,59
2024/2/1,s_encount_300x250_browsi6_24922,7976,518,65
2024/2/1,s_encount_300x250_kijinaka_24922,226660,18999,84
2024/2/1,s_encount_300x250_kijisita_24922,839951,49685,59
2024/2/1,s_encount_300x250_header_24922,4205,2677,637
2024/2/1,s_encount_300x250_leadshita_24922,238056,17929,75
2024/2/1,s_encountoverlay_320x100_overlay_27258,734425,39052,53
2024/2/1,s_enterstage_300x250_kijinaka-1_30545,564,25,45
2024/2/1,s_enterstage_300x250_title_30545,986,48,48
2024/2/1,s_enterstage_320x100_overlay_30545,404,24,60
2024/2/1,s_erenaimeigensyu.sp_300x250_kijisita_5663,205,4,19
2024/2/1,s_erenaimeigensyu.sp_300x250_kijiue_5663,124,4,32
2024/2/1,s_erenaimeigensyu.sp_300x250_right-saijobu_5663,46,1,14
2024/2/1,s_erenaimeigensyu.sp_300x250_right-saikabu_5663,37,1,14
2024/2/1,s_erenaimeigensyu.sp_320x50_overlay_5663,358,8,23
2024/2/1,s_fap_320x50_overlay_26595,11614,187,16
2024/2/1,s_fgo_300x250_topranking_20366,966,39,41
2024/2/1,s_fgo_300x250_header_20366,2424,53,22
2024/2/1,s_financial-field_300x250_sp-kijinakataitoruue-rectangle_30084,1749,261,149
2024/2/1,s_financial-field_320x100_sp-zeikin-overlay_30084,21032,4669,222
2024/2/1,s_financial-field_320x100_sp-all-footeroverlay_30084,43721,11316,259
2024/2/1,s_financialfield.browsivideo_640x360_browsivideo-instream_31004,11862,5871,495
2024/2/1,s_find_300x250_rectangle1_2619,11553,272,24
2024/2/1,s_find_300x250_rectangle2_2619,4545,60,13
2024/2/1,s_find_320x100_gronavishita_2619,14000,296,21
2024/2/1,s_finders_300x250_kijinaka-sns_27491,2,0,30
2024/2/1,s_finders_320x100_kijinaka-header_27491,1,0,20
2024/2/1,s_firestorage_320x100_meheaderdl_5930,1148,138,120
2024/2/1,s_firestorage_320x100_meshareheader_5930,787,315,401
2024/2/1,s_firestorage_320x100_docheader_5930,342,265,774
2024/2/1,s_firestorage_320x100_sptopoverlay_5930,93,23,246
2024/2/1,s_fishingmax_300x250_kijinaka-3_23947,6670,162,24
2024/2/1,s_fishingmax_300x250_kijinaka-1_23947,24912,1479,59
2024/2/1,s_fishingmax_300x250_kijinaka-2_23947,21544,754,35
2024/2/1,s_fishingmax_300x250_kijinaka-4_23947,5568,115,21
2024/2/1,s_fishingmax_300x250_kijinaka-5_23947,4733,99,21
2024/2/1,s_fishingmax_300x250_kijinaka-6_23947,4885,112,23
2024/2/1,s_fishingmax_320x50_overlay_23947,27459,1122,41
2024/2/1,s_fishingmax_320x100_kijinaka_23947,21477,408,19
2024/2/1,s_footballtribe_1x1_offerwall_29443,109,98,898
2024/2/1,s_footballtribe_300x250_browsi4_29443,44565,1232,28
2024/2/1,s_footballtribe_300x250_browsi5_29443,13285,379,29
2024/2/1,s_footballtribe_300x250_sp-komentrankingsita-rectangle-browsi1_29443,85993,2754,32
2024/2/1,s_footballtribe_300x250_sp-komentrankingsita-rectangle-browsi2_29443,82634,2677,32
2024/2/1,s_footballtribe_300x250_sp-komentrankingsita-rectangle-browsi3_29443,56386,1875,33
2024/2/1,s_footballtribe_300x250_sp-komentrankingsita-rectangle_29443,3633,79,22
2024/2/1,s_footballtribe_300x250_sp-kijinakataitoruue-rectangle_29443,21779,1792,82
2024/2/1,s_footballtribe_300x250_sp-kijinakaakusesurankingsita-komentrankingue-rectangle_29443,5425,127,24
2024/2/1,s_footballtribe_300x250_sp-kijinakakijitotyuu-rectangle-1_29443,78425,3656,47
2024/2/1,s_footballtribe_300x250_sp-kijisitakannrennkijiue-rectangle_29443,64206,2477,39
2024/2/1,s_footballtribe_320x100_sp-home-soccer-news-colum-ue-rectangle-2_29443,494,29,59
2024/2/1,s_footballtribe_320x100_sp-overlay_29443,67405,3850,57
2024/2/1,s_flatplat_300x250_fluct-03_29306,1,0,31
2024/2/1,s_flatplat_320x100_overlay_29306,358,9,25
2024/2/1,s_flyteam_320x50_header_22877,1247,90,72
2024/2/1,s_flyteam_320x100_Airline180_22877,695,22,31
2024/2/1,s_flyteam_320x100_Airport180_22877,2060,109,53
2024/2/1,s_flyteam_320x100_All180_22877,2847,55,19
2024/2/1,s_flyteam_320x100_FligthRoute180_22877,4912,233,48
2024/2/1,s_fukui-tv_300x250_inline1_30791,1718,231,135
2024/2/1,s_fukui-tv_300x250_top-1st_30791,235,15,66
2024/2/1,s_fukui-tv_300x250_top-2nd_30791,1330,80,60
2024/2/1,s_fukui-tv_300x250_top-3rd_30791,1106,53,48
2024/2/1,s_fukui-tv_320x100_overlay_30791,941,241,256
2024/2/1,s_fukuyokamarumi_300x250_S-head1_31235,26600,587,22
2024/2/1,s_fukuyokamarumi_300x250_S-head2_31235,59202,1693,29
