date,ad_unit,adx_impressions,adx_revenue,avg_adx_cpm
2024/1/31,*******************************************,5151,2154,418
2024/1/31,*******************************************,3783,214,57
2024/1/31,***********************************************,404356,101049,250
2024/1/31,*************overlay*************overlay******,266367,30154,113
2024/1/31,*************overlay****************overlay******,370220,52574,142
2024/1/31,*****************************************,2453,944,385
2024/1/31,********************************,233308,2158,9
2024/1/31,********************************,206672,1152,6
2024/1/31,********************************************,1,0,236
2024/1/31,******************************************,1,0,54
2024/1/31,**************************overlay******,5,0,76
2024/1/31,*************************************,153,27,179
2024/1/31,****************overlay*********,16,1,62
2024/1/31,***********************************,70,5,72
2024/1/31,***********************************,22,1,27
2024/1/31,***********************************,21,1,59
2024/1/31,******************************,322,26,81
2024/1/31,******************************,144,11,78
2024/1/31,******************************,44,4,89
2024/1/31,******************************,3497,460,132
2024/1/31,******************************,2282,267,117
2024/1/31,******************************,691,85,124
2024/1/31,****************************************,13195,1790,136
2024/1/31,***********************************,4621,596,129
2024/1/31,**********************overlay******,12485,1737,139
2024/1/31,*********************overlay******,4396,644,146
2024/1/31,************************************,11,8,702
2024/1/31,*******************************************,80,2,22
2024/1/31,***************overlay************,74,5,62
2024/1/31,***************overlay******,1824,464,254
2024/1/31,************************************,24923,2458,99
2024/1/31,*******************************************,2042,263,129
2024/1/31,******************************,14158,2278,161
2024/1/31,******************************,7332,1155,158
2024/1/31,******************************,25580,3513,137
2024/1/31,******************************,19335,2824,146
2024/1/31,******************************,16714,2475,148
2024/1/31,*******************************,25691,2069,81
2024/1/31,*****************************,40949,2441,60
2024/1/31,*****************overlay******,53974,4104,76
2024/1/31,***********************************,1522,70,46
2024/1/31,***********************overlay******,27212,5392,198
2024/1/31,*****************************************,2123,100,47
2024/1/31,************************************,6,0,39
2024/1/31,*********************************,534,12,23
2024/1/31,************************************,46,1,26
2024/1/31,***********************************,2435,194,80
2024/1/31,***********************************,2080,135,65
2024/1/31,***********************************,1432,87,61
2024/1/31,***********************************,864,38,44
2024/1/31,***********************************,533,20,38
2024/1/31,***********************************,277,10,37
2024/1/31,***********************************,150,4,27
2024/1/31,***********************************,84,2,28
2024/1/31,***********************************,67,2,27
2024/1/31,***********************************,41,1,28
2024/1/31,********************************,506,7,14
2024/1/31,***************************************,549,7,12
2024/1/31,*************************************,19,0,23
2024/1/31,************************************,13,0,27
2024/1/31,**********************************,5,0,53
2024/1/31,**************************************,5,0,42
2024/1/31,***********************************,19,1,28
2024/1/31,***********************************,10,0,27
2024/1/31,*******************overlay******,2043,160,79
2024/1/31,*******************************,2080,306,147
2024/1/31,*********************************************************,203,17,85
2024/1/31,*********************************,1294,32,25
2024/1/31,****************************************,5058,226,45
2024/1/31,***********************************************,15,2,112
2024/1/31,***********************************************,2,1,415
2024/1/31,***********************************************,2,1,390
2024/1/31,***********************************************,4,1,178
2024/1/31,*****************************************,8166,349,43
2024/1/31,****************************,227,20,90
2024/1/31,********************************,1268,40,31
2024/1/31,*******************************,111,3,24
2024/1/31,****************************,246,12,50
2024/1/31,********************************,12999,172,13
2024/1/31,*********************************,51602,2968,58
2024/1/31,*********************************,82835,4724,57
2024/1/31,*********************************,74843,4089,55
2024/1/31,*********************************,65681,3669,56
2024/1/31,********************overlay******,68660,6834,100
2024/1/31,*************************************,34,1,32
2024/1/31,*********************************,40024,1136,28
2024/1/31,******************************,14780,511,35
2024/1/31,**********************************,525,517,984
2024/1/31,******************************************,122,8,63
2024/1/31,*******************overlay******,113,7,58
2024/1/31,*********************************,886,29,33
2024/1/31,***********************************,11101,446,40
2024/1/31,***********************************,11976,529,44
2024/1/31,*********************************,10224,308,30
2024/1/31,******************************,83780,8350,100
2024/1/31,******************************,65213,7350,113
2024/1/31,******************************,34690,3849,111
2024/1/31,***********************************,519,24,46
2024/1/31,***********************************,92,4,38
2024/1/31,*******************************************,50036,2998,60
2024/1/31,************************************,52343,3327,64
2024/1/31,*****************************************,13941,386,28
2024/1/31,*****************************************,13501,275,20
2024/1/31,*****************************************,2289,40,17
2024/1/31,*****************************,1208,438,363
2024/1/31,************************************,60542,4713,78
2024/1/31,*******************************,87533,7534,86
2024/1/31,*******************************,81371,8486,104
2024/1/31,*****************************,3923,51,13
2024/1/31,********************************,905,36,39
2024/1/31,*****************************,16384,511,31
2024/1/31,*****************************,35126,678,19
2024/1/31,*****************************,12617,203,16
2024/1/31,*****************************,7164,104,14
2024/1/31,*****************************,5139,81,16
2024/1/31,*************************overlay******,12660,434,34
2024/1/31,********overlay*************overlay******,278,26,92
2024/1/31,********overlay*************overlay******,83415,5252,63
2024/1/31,********overlay****************overlay******,35334,1956,55
2024/1/31,****************************************,1211,16,13
2024/1/31,****************************************,839,11,13
2024/1/31,************************************,7198,117,16
2024/1/31,***************************************,796,7,9
2024/1/31,*******************************************,9907,98,10
2024/1/31,*******************************************,8878,76,9
2024/1/31,*******************************************,12953,449,35
2024/1/31,*******************************************,2641,29,11
2024/1/31,*******************************************,22203,563,25
2024/1/31,*******************************************,7891,90,11
2024/1/31,*******************************************,7202,245,34
2024/1/31,*******************************************,2360,80,34
2024/1/31,*******************************************,12672,181,14
2024/1/31,***************************************,1529,140,92
2024/1/31,*****************************************,7864,342,44
2024/1/31,**************************************,13428,139,10
2024/1/31,***********************************overlay******************,24240,460,19
2024/1/31,*******************************,21,0,9
2024/1/31,***********interstitial***************************,3216,1442,448
2024/1/31,************************************,703,95,135
2024/1/31,************************************,7439,1354,182
2024/1/31,************************************,1059,173,163
2024/1/31,*************************************,6275,1188,189
2024/1/31,*******************overlay******,5776,1539,267
2024/1/31,**********************************,6761,610,90
2024/1/31,*********************************************,51,0,7
2024/1/31,*******************************************,24689,1620,66
2024/1/31,**************************************,605,9,16
2024/1/31,*****************************************,14551,1922,132
2024/1/31,*****************************************,24731,1091,44
2024/1/31,*********************************,752,11,15
2024/1/31,**********************************,1829,12,7
2024/1/31,**********************************************,744,12,16
2024/1/31,***************************************,455,13,28
2024/1/31,*************************************,580,19,33
2024/1/31,********************************************,139,2,14
2024/1/31,********************************************,116,1,12
2024/1/31,*************************overlay*****,1179,41,35
2024/1/31,*******************************,3533,260,74
2024/1/31,*******************************,9122,934,102
2024/1/31,*******************************,7625,718,94
2024/1/31,*******************************************,5420,1161,214
2024/1/31,*******************************************,5952,765,129
2024/1/31,********************************,7244,951,131
2024/1/31,********************************,9515,833,88
2024/1/31,*****************************,6939,788,114
2024/1/31,******************overlay******,10359,907,88
2024/1/31,*************************overlay******,5203,485,93
2024/1/31,***********************************************,93,2,17
2024/1/31,*******************************************,111,1,9
2024/1/31,***********************************************,999,26,26
2024/1/31,*******************************************,208,5,22
2024/1/31,***********************************************,485,7,15
2024/1/31,*******************************************,140,2,11
2024/1/31,***********************************************,85,1,14
2024/1/31,*******************************************,120,1,7
2024/1/31,*******************************************,391,5,13
2024/1/31,***************************************,192,2,11
2024/1/31,**************************overlay******,347,7,20
2024/1/31,******************************************,208,166,799
2024/1/31,*******************************************,9363,329,35
2024/1/31,*******************************************,5663,134,24
2024/1/31,*******************************************,3320,94,28
2024/1/31,*******************************************,2144,22,10
2024/1/31,**************************************************,11096,2519,227
2024/1/31,**************************************,696,43,61
2024/1/31,****************************************,11083,484,44
2024/1/31,************************overlay******,17396,2213,127
2024/1/31,************************,11852,69,6
2024/1/31,****************************,33662,3707,110
2024/1/31,****************************,37881,3992,105
2024/1/31,**************************************,11578,927,80
2024/1/31,**************************************,11967,740,62
2024/1/31,**************************************,560,87,156
2024/1/31,******************************,3,0,24
2024/1/31,******************overlay******,33207,3951,119
2024/1/31,**************************************,2907,141,49
2024/1/31,***********************************,1480,100,68
2024/1/31,********************overlay******,87,4,41
2024/1/31,*******************************************,7072,521,74
2024/1/31,****************************************,68,10,154
2024/1/31,***************************************,44,6,128
2024/1/31,********************************************,25,1,36
2024/1/31,******************************************,24,2,67
2024/1/31,**********************************,1764,70,40
2024/1/31,*********************************************,316,9,29
2024/1/31,*********************overlay******,12761,272,21
2024/1/31,**************************************,102279,2817,28
2024/1/31,**************************************,93563,2016,22
2024/1/31,************************************,67077,1837,27
2024/1/31,************************************,38392,1733,45
2024/1/31,**************************************,24094,551,23
2024/1/31,**************************************,27217,626,23
2024/1/31,**************************************,48262,1079,22
2024/1/31,**************************************,69522,1541,22
2024/1/31,****************************************,85096,16323,192
2024/1/31,**************************************,16037,1597,100
2024/1/31,************************************,16987,1062,63
2024/1/31,****************************************************,9,0,48
2024/1/31,*********************************************,3,0,18
2024/1/31,*****************************************,9,0,13
2024/1/31,*****************************************,7,0,19
2024/1/31,*****************************************,8,0,26
2024/1/31,***************************************,15,2,106
2024/1/31,******************************************,172818,21902,127
2024/1/31,************************************,5,0,27
2024/1/31,****************************************,1,0,30
2024/1/31,**************************************,2,0,23
2024/1/31,******************************************,1,0,30
2024/1/31,**********************************,1,0,37
2024/1/31,******************************************,23,0,12
2024/1/31,*************************************************,27998,659,24
2024/1/31,*************************************************,2960,61,20
2024/1/31,*************************************************,41550,797,19
2024/1/31,*************************************************,7639,106,14
2024/1/31,*************************************************,28267,341,12
2024/1/31,***************************************************,9903,166,17
2024/1/31,************************************,2084,167,80
2024/1/31,********************************overlay*******************,44351,526,12
2024/1/31,********************************************,59,2,41
2024/1/31,***************************************************,656,135,206
2024/1/31,*************************************************************,710,83,117
2024/1/31,*************************************************************,306,49,161
2024/1/31,*************************************************************,13,1,70
2024/1/31,*************************************************************,11,0,36
2024/1/31,****************************************************,321,63,198
2024/1/31,*****************************************************,13,1,101
2024/1/31,****************************************,75780,524,7
2024/1/31,*************************************,14969,134,9
2024/1/31,*************************************,13545,102,8
2024/1/31,************************************,14347,148,10
2024/1/31,********************************,229699,2031,9
2024/1/31,********************************,46170,525,11
2024/1/31,********************************,50318,382,8
2024/1/31,***********************************,2118,95,45
2024/1/31,*********************************,26044,135,5
2024/1/31,*********************************,134353,3649,27
2024/1/31,*********************************,20650,63,3
2024/1/31,******************************,11864,441,37
2024/1/31,*********************************,28337,135,5
2024/1/31,*********************************,54469,1153,21
2024/1/31,*********************************,35524,299,8
2024/1/31,********************************,61286,2547,42
2024/1/31,*********************************,18179,225,12
2024/1/31,*********************************,125006,2409,19
2024/1/31,************************************,42803,1169,27
2024/1/31,********************************,91083,3654,40
2024/1/31,********************************,24688,595,24
2024/1/31,********************************,6398,120,19
2024/1/31,***********************************,15597,34,2
2024/1/31,*******************overlay**************,67473,5775,86
2024/1/31,************************************,14478,88,6
2024/1/31,******************overlay**************,20609,1274,62
2024/1/31,************************overlay*****,2365,49,21
2024/1/31,**************************************,117975,2583,22
2024/1/31,******************overlay*****,791,30,37
2024/1/31,**********************************,33575,6466,193
2024/1/31,*************************************,90105,6923,77
2024/1/31,*****************************************,124755,4873,39
2024/1/31,**************************************,257,92,359
2024/1/31,*****************overlay*********,40,1,17
2024/1/31,**************************************,16665,1034,62
2024/1/31,****************************************,1186983,136663,115
2024/1/31,****************************************,1451732,138462,95
2024/1/31,****************************************,1078121,103442,96
2024/1/31,****************************************,1142772,88015,77
2024/1/31,***********************************,440267,9082,21
2024/1/31,***********************overlay*********,732887,120721,165
2024/1/31,*********************************************,1129,215,191
2024/1/31,************************overlay*********,62,1,12
2024/1/31,*****************************************,29,1,27
2024/1/31,********************************,22701,1219,54
2024/1/31,********************************,19767,1009,51
2024/1/31,********************************,10024,557,56
2024/1/31,********************************,4062,228,56
2024/1/31,***********************************,16765,556,33
2024/1/31,***********************************,9881,215,22
2024/1/31,***********************************,4518,75,17
2024/1/31,***********************************,1878,55,29
2024/1/31,***********************************,19500,1030,53
2024/1/31,*******************overlay******,48391,1710,35
2024/1/31,*******************************,13,0,18
2024/1/31,***************************************,20,1,50
2024/1/31,***********************************,89,3,29
2024/1/31,*****************************************,88,2,20
2024/1/31,*********************overlay******,120,4,31
2024/1/31,***********************************,35093,1306,37
2024/1/31,***********************************,2268,50,22
2024/1/31,*********************************,25338,689,27
2024/1/31,*********************************,17814,644,36
2024/1/31,***********************************,14495,97,7
2024/1/31,***********************************,31683,713,23
2024/1/31,***********************************,32863,739,22
2024/1/31,***********************************,31006,774,25
2024/1/31,*******************overlay******,63696,2779,44
2024/1/31,*****************************************,1156,51,44
2024/1/31,*****************************************,493,33,68
2024/1/31,*****************************************,20851,2303,110
2024/1/31,*****************************************,15368,3283,214
2024/1/31,*****************************************,16887,689,41
2024/1/31,*****************************************,1192,1298,1089
2024/1/31,************************************,12493,917,73
2024/1/31,************************************,7059,490,69
2024/1/31,************************************,4545,299,66
2024/1/31,***********************overlay*********,4774,43,9
2024/1/31,**********************overlay******,30398,3037,100
2024/1/31,*******************************************************,532,183,345
2024/1/31,*************************************,217,17,76
2024/1/31,************************************,48,1,22
2024/1/31,************************************,56,1,25
2024/1/31,***********************************,7558,2525,334
2024/1/31,************************************************,4101,441,108
2024/1/31,********************************************************,2507,182,73
2024/1/31,*************************************************,6181,1300,210
2024/1/31,*****************************************,8963,452,50
2024/1/31,*******************************************,10160,279,27
2024/1/31,****************************************************,8693,443,51
2024/1/31,*********************************,2563,126,49
2024/1/31,***************************************,9335,1666,178
2024/1/31,************************************************,4822,311,65
2024/1/31,****************************************,13954,1084,78
2024/1/31,*****************overlay******,16935,1616,95
2024/1/31,*****************overlay******,6394,549,86
2024/1/31,**********************************,38338,1539,40
2024/1/31,******************************************************,2,0,23
2024/1/31,**********************************************,2,0,22
2024/1/31,********************************************************,17,0,14
2024/1/31,************************************************,15,0,21
2024/1/31,*********************************,26322,816,31
2024/1/31,*****************overlay*********,53,1,22
2024/1/31,****************overlay******,470,18,38
2024/1/31,*******************overlay******,68429,1353,20
2024/1/31,***************************************,493,60,122
2024/1/31,***********************************,407,43,105
2024/1/31,*********************************************************,19295,363,19
2024/1/31,**********************************************************,473,11,23
2024/1/31,**************************************,2437,378,155
2024/1/31,**************************************,1773,32,18
2024/1/31,**********************************,2819,374,133
2024/1/31,**********************************,22971,2833,123
2024/1/31,**********************************,9413,1110,118
2024/1/31,***********************************************,21581,3007,139
2024/1/31,**************************************,10314,1956,190
2024/1/31,***********************************,25535,3222,126
2024/1/31,***********************************,54556,6062,111
2024/1/31,*********************************,305,135,441
2024/1/31,************************************,255,18,71
2024/1/31,********************************,44432,5361,121
2024/1/31,***************************************,17081,3885,227
2024/1/31,************overlay*********overlay******,38245,7181,188
2024/1/31,************overlay****************overlay******,20913,2787,133
2024/1/31,*******************overlay******,10571,651,62
2024/1/31,************************************,28460,610,21
2024/1/31,************************************,15394,534,35
2024/1/31,**************************************,2151,39,18
2024/1/31,**************************************,21854,412,19
2024/1/31,**************************************,25393,458,18
2024/1/31,**************************************,35276,634,18
2024/1/31,*******************************************,1430,124,86
2024/1/31,*******************************************,592,45,77
2024/1/31,*****************************************,144,8,55
2024/1/31,*****************************************,842,67,79
2024/1/31,**********************************************,9143,181,20
2024/1/31,**********************************************,14308,261,18
2024/1/31,***************************************,10912,298,27
2024/1/31,*********************************overlay******,66058,1558,24
2024/1/31,********************************overlay******,21788,342,16
2024/1/31,********************overlay******,3395,1116,329
2024/1/31,************************************,17721,2105,119
2024/1/31,********************************,26396,765,29
2024/1/31,******************overlay******,148949,1343,9
2024/1/31,***********************************,1443,207,143
2024/1/31,*********************************,264,27,103
2024/1/31,*********************************,8406,611,73
2024/1/31,*********************************,2190,214,98
2024/1/31,*********************************,420,38,90
2024/1/31,*********************************,2659,222,83
2024/1/31,*********************************,503,42,84
2024/1/31,*********************************,125,8,62
2024/1/31,*****************************,8887,252,28
2024/1/31,********************************************,10980,230,21
2024/1/31,******************************************,141861,5599,39
2024/1/31,************************************************,121559,2499,21
2024/1/31,*******************************************,18,0,5
2024/1/31,**************************************,2,0,34
2024/1/31,***************************************,8477,170,20
2024/1/31,*****************************************,3587,65,18
2024/1/31,***********************overlay*******,179841,9080,50
2024/1/31,**********************overlay*******,26,0,13
2024/1/31,*********************************************************,305,275,901
2024/1/31,****************************************,3554,106,30
2024/1/31,**************************************,1947,70,36
2024/1/31,***********************************,8024,382,48
2024/1/31,*******************************,6487,416,64
2024/1/31,*******************************,8194,267,33
2024/1/31,********************************,7900,854,108
2024/1/31,*****************overlay******,6194,714,115
2024/1/31,*************************************,383,12,32
2024/1/31,************************,720,297,412
2024/1/31,**************overlay******,367,183,499
2024/1/31,*************************************,1,0,13
2024/1/31,***********************************,1,0,18
2024/1/31,************************************************,235,49,207
2024/1/31,****************************************,26576,836,31
2024/1/31,***************************overlay******,709,25,35
2024/1/31,********************************,1,0,31
2024/1/31,*******************************,1,0,6
2024/1/31,*******************************,1,0,21
2024/1/31,***************overlay*****,3,0,17
2024/1/31,*******************************************,5,4,859
2024/1/31,*******************************************,5,2,437
2024/1/31,*******************************************,3,1,232
2024/1/31,*******************************************,5,3,657
2024/1/31,*******************************************,8,6,717
2024/1/31,****************************************,567,143,253
2024/1/31,**********************************,6543,41,6
2024/1/31,*******************overlay*********,157,2,14
2024/1/31,*****************************,29,1,23
2024/1/31,******************************,28387,866,31
2024/1/31,****************overlay******,10,0,33
2024/1/31,********************************,1136,58,51
2024/1/31,*******************************************************,15316,343,22
2024/1/31,******************************************************,403,23,58
2024/1/31,******************************************************,280,17,61
2024/1/31,*****************************************************,10233,186,18
2024/1/31,*********************************************************,1072,51,47
2024/1/31,****************************************,15836,1259,79
2024/1/31,****************************************,15125,1158,77
2024/1/31,******************************************************,5867,144,24
2024/1/31,***************************************************,139,1,10
2024/1/31,***************************************************,125,6,50
2024/1/31,****************************************************,4508,103,23
2024/1/31,***************************************************,96,1,10
2024/1/31,***************************************************,94,1,10
2024/1/31,***************************************************,88,1,9
2024/1/31,**************************************************,110,6,56
2024/1/31,******************************************************,1350,36,27
2024/1/31,************************overlay******,21870,1429,65
2024/1/31,**********************************************,8657,3945,456
2024/1/31,***********************************,895,32,36
2024/1/31,********************overlay******,757,54,71
2024/1/31,*********************************************,151,61,406
2024/1/31,*********************************************,137,83,605
2024/1/31,*********************************************,106,12,114
2024/1/31,*********************************************,50,20,397
2024/1/31,*********************************************,40,17,429
2024/1/31,**************************************,2677,152,57
2024/1/31,**************************************,2564,126,49
2024/1/31,**************************************,222,10,46
2024/1/31,**************************************,65,2,30
2024/1/31,*************************************,84,15,181
2024/1/31,***********************************,17,2,143
2024/1/31,***********************************,200,10,50
2024/1/31,***********************************,625,73,116
2024/1/31,***********************************,180,10,54
2024/1/31,*******************overlay******,710,70,99
2024/1/31,**********************************************,430,7,16
2024/1/31,**************************************************,67,1,14
2024/1/31,*************************************************,422,9,22
2024/1/31,********************************************,69,1,16
2024/1/31,*****************************************************,57,1,15
2024/1/31,******************************************,8,0,19
2024/1/31,**********************************,183,5,26
2024/1/31,****************************************,212,3,15
2024/1/31,*************************************************,21,1,25
2024/1/31,**************************************,22,0,16
2024/1/31,*************************************,8,0,14
2024/1/31,*************************************,27,1,29
2024/1/31,*****************************************,42,1,15
2024/1/31,******************overlay******,653,21,32
2024/1/31,**********************************,1230,41,33
2024/1/31,**********************************,13680,1523,111
2024/1/31,**********************************,12115,323,27
2024/1/31,*********************************************,2406,64,26
2024/1/31,****************************************,16933,856,51
2024/1/31,********************overlay******,2562,149,58
2024/1/31,*********************************,162745,7700,47
2024/1/31,******************************************,70641,1134,16
2024/1/31,***********************************,37423,612,16
2024/1/31,***************************************,165,5,32
2024/1/31,***************************************,4786,127,27
2024/1/31,***************************************,7654,209,27
2024/1/31,***************************************,8317,228,27
2024/1/31,*************************************,4460,137,31
2024/1/31,*************************************,3667,160,44
2024/1/31,***************************************,8834,605,69
2024/1/31,***************************************,221,6,28
2024/1/31,**************************,885,311,351
2024/1/31,**************overlay******,852,461,541
2024/1/31,*************************************,3,0,12
2024/1/31,*****************overlay******,10117,811,80
2024/1/31,********************************,528,32,60
2024/1/31,************************************,17,2,119
2024/1/31,**********************************************,43289,1761,41
2024/1/31,****************************************,34851,888,25
2024/1/31,***********overlay*********overlay******,50830,1062,21
2024/1/31,********************************************************************,1256,56,45
2024/1/31,**************************************************,1194,148,124
2024/1/31,******************************************************************,70,5,74
2024/1/31,*************************************************,70,4,61
2024/1/31,******************************overlay******,1359,270,199
2024/1/31,****************************************,1,0,41
2024/1/31,********************************************,23,1,25
2024/1/31,**********************************,172,3,17
2024/1/31,************************************,162,3,17
2024/1/31,************************************,137,3,20
2024/1/31,***************************,1,4,4363
2024/1/31,*************************************,9,0,43
2024/1/31,**********************************,16722,276,17
2024/1/31,**********************************,61,0,5
2024/1/31,*********************************,7,0,8
2024/1/31,********************overlay******,1849,28,15
2024/1/31,*******************************,246218,8863,36
2024/1/31,**************************************,8149,691,85
2024/1/31,***********************************,4741,6774,1429
2024/1/31,*********************************overlay******,18,2,126
2024/1/31,**************************************,3385,2024,598
2024/1/31,*************************************,157,10,65
2024/1/31,***********************************,12655,1603,127
2024/1/31,**************************************,8115,513,63
2024/1/31,**************************************,8207,327,40
2024/1/31,*******************************,7826,382,49
2024/1/31,*********************************,1685,81,48
2024/1/31,*******************************,9054,1172,129
2024/1/31,*********************overlay******,11000,2069,188
2024/1/31,************************************,247,82,332
2024/1/31,******************************************,2696,172,64
2024/1/31,******************************************************,7384,521,71
2024/1/31,********************************************************,549,41,75
2024/1/31,***************************************************,719,60,84
2024/1/31,****************************************************,519,166,320
2024/1/31,*******************************************************,1534,105,68
2024/1/31,*************************************************,5179,197,38
2024/1/31,***************************overlay******,32691,2579,79
2024/1/31,***********************************************,3155,217,69
2024/1/31,*******************************************************,2262,117,52
2024/1/31,**************************************,474,20,43
2024/1/31,**************************************,495,20,40
2024/1/31,**************************************,343,8,24
2024/1/31,**************************************,181,4,24
2024/1/31,***********************************,382,14,37
2024/1/31,********************************,558,16,30
2024/1/31,********************************************,63224,12491,198
2024/1/31,*************************************,3994,3827,958
2024/1/31,**************************************,104593,11336,108
2024/1/31,********************overlay************,1376146,71723,52
2024/1/31,********************overlay*********,44,2,56
2024/1/31,*********************overlay*************,182474,11605,64
2024/1/31,**********************************,1358,745,549
2024/1/31,******************************,721,283,392
2024/1/31,*****************************overlay******,8,0,11
2024/1/31,*******************************,13863,368,27
2024/1/31,*******************************,9735,163,17
2024/1/31,*****************************,11692,816,70
2024/1/31,************************************************,31,0,15
2024/1/31,***************************************************,174,4,21
2024/1/31,***************************************************,178,4,23
2024/1/31,**********************************************************,168,4,24
2024/1/31,***********************************************************,155,4,25
2024/1/31,**********************************************************,47,1,19
2024/1/31,***********************************************************,36,1,17
2024/1/31,******************************,3025,43,14
2024/1/31,******************************,2668,41,15
2024/1/31,******************************,2419,37,15
2024/1/31,******************************,1400,23,16
2024/1/31,*****************************,2276,12,5
2024/1/31,****************overlay******,5405,90,17
2024/1/31,*****************************************************,62,0,7
2024/1/31,*********************************************,5,0,14
2024/1/31,*********************************************,8,0,11
2024/1/31,**************************************,609,802,1317
2024/1/31,**************************************,574,358,624
2024/1/31,*****************************************************,2833,4226,1492
2024/1/31,*****************************************************,2831,2277,804
2024/1/31,*************************************************,425,6,14
2024/1/31,*************************************************,347,4,12
2024/1/31,*************************************************,943,23,24
2024/1/31,*************************************************,580,12,20
2024/1/31,**********************************************,34271,400,12
2024/1/31,*****************************************************,4698,168,36
2024/1/31,*****************************************************,3714,103,28
2024/1/31,**************************************************,552,12,22
2024/1/31,**************************************************,473,9,19
2024/1/31,*****************************************************,633,13,21
2024/1/31,*****************************************************,529,7,14
2024/1/31,*************************************************,1174,42,36
2024/1/31,*************************************************,778,17,21
2024/1/31,*********************************************,898,23,26
2024/1/31,*********************************************,570,11,20
2024/1/31,***************************************************,65,8,121
2024/1/31,***************************************************,57,4,73
2024/1/31,**************************************************,3751,51,14
2024/1/31,**************************************************,3289,45,14
2024/1/31,**************************************,19,0,14
2024/1/31,**************************************,20,0,15
2024/1/31,********************************,1645,163,99
2024/1/31,********************************,1619,78,48
2024/1/31,******************************************,11,0,10
2024/1/31,******************************************,10,0,18
2024/1/31,*************************************,18,0,19
2024/1/31,*****************************************,6,0,12
2024/1/31,***************************************************,38,0,4
2024/1/31,************************************************,7,0,4
2024/1/31,***********************************************,10,0,8
2024/1/31,***********************************************,2,0,6
2024/1/31,*******************************************,2,0,3
2024/1/31,******************************************************,29204,858,29
2024/1/31,**********************************************,1922,166,86
2024/1/31,**********************************************,1635,112,68
2024/1/31,*********************************************************,1,0,90
2024/1/31,******************************************************,1,0,90
2024/1/31,**********************************************,23,0,8
2024/1/31,**********************************************,329,7,22
2024/1/31,**********************************************,362,5,14
2024/1/31,******************************************,10,0,18
2024/1/31,******************************************,258,4,16
2024/1/31,*******************************************,53,46,873
2024/1/31,*******************************************************,244,8,35
2024/1/31,*******************************************************,13,0,21
2024/1/31,***************************************************,16,1,35
2024/1/31,*******************************************************,287,6,21
2024/1/31,*******************************************************,250,6,23
2024/1/31,****************************************************************,222,4,20
2024/1/31,****************************************************************,210,4,20
2024/1/31,****************************************************************,219,5,21
2024/1/31,****************************************************************,187,4,21
2024/1/31,******************************************************,343,13,39
2024/1/31,*******************************************************,8,0,13
2024/1/31,*******************************************************,9,0,19
2024/1/31,****************************************************************,15,0,28
2024/1/31,****************************************************************,13,0,30
2024/1/31,****************************************************************,16,0,25
2024/1/31,****************************************************************,13,0,29
2024/1/31,***************************************************,10,0,21
2024/1/31,****************************************************,22,2,69
2024/1/31,*************************************************,317,15,49
2024/1/31,*************************************************,19,1,52
2024/1/31,*********************************************,16,3,172
2024/1/31,*****************************************************,55,5,96
2024/1/31,**************************************************,843,61,73
2024/1/31,**************************************************,51,2,32
2024/1/31,*****************************************************************,637,29,46
2024/1/31,*****************************************************************,596,15,26
2024/1/31,*****************************************************************,668,19,28
2024/1/31,*****************************************************************,469,11,24
2024/1/31,*******************************************************,807,45,56
2024/1/31,********************************************************,799,23,29
2024/1/31,********************************************************,640,19,30
2024/1/31,*****************************************************************,48,1,24
2024/1/31,*****************************************************************,45,1,18
2024/1/31,*****************************************************************,46,1,18
2024/1/31,*****************************************************************,43,1,12
2024/1/31,********************************************************,40,0,12
2024/1/31,********************************************************,39,0,12
2024/1/31,****************************************************,73,1,12
2024/1/31,********************************************************,175,5,29
2024/1/31,********************************************************,51,1,22
2024/1/31,****************************************************,116,3,27
2024/1/31,******************************,31,0,4
2024/1/31,******************************,17,0,3
2024/1/31,***********************************,118,1,5
2024/1/31,***********************************,113,0,4
2024/1/31,*************************************,3527,28,8
2024/1/31,*************************************,3078,38,12
2024/1/31,*************************************,2215,23,10
2024/1/31,***********************************,4669,147,32
2024/1/31,***********************************,4903,171,35
2024/1/31,**************************************,3370,112,33
2024/1/31,********************************************,7938,520,65
2024/1/31,***************************************,538,9,17
2024/1/31,***************************************,107,1,14
2024/1/31,***************************************,99,2,17
2024/1/31,***************************************,891,46,51
2024/1/31,***************************************,933,41,44
2024/1/31,***************************************,669,11,17
2024/1/31,*************************************,4238,97,23
2024/1/31,*********************************************,2130,81,38
2024/1/31,********************************************,2366,122,52
2024/1/31,*************************************,5852,117,20
2024/1/31,********************************************,5703,145,25
2024/1/31,***********************************,7250,431,59
2024/1/31,***********************overlay******,6247,210,34
2024/1/31,**********************************************,203,105,515
2024/1/31,**********************************************,226,43,192
2024/1/31,****************************************,4,1,172
2024/1/31,****************************************,3,0,87
2024/1/31,***********************************,20,2,81
2024/1/31,***********************************,17,1,57
2024/1/31,**********************************,3136,102,33
2024/1/31,*****************************************,828,16,20
2024/1/31,***************************************,1965,60,30
2024/1/31,***************************************,720,29,40
2024/1/31,**********************************,485,12,24
2024/1/31,*************************************************,950,43,45
2024/1/31,*************************************************,722,26,36
2024/1/31,************************************************,443,36,81
2024/1/31,************************************************,521,36,68
2024/1/31,*************************************************,364,28,77
2024/1/31,*************************************************,646,24,37
2024/1/31,************************************************,564,11,20
2024/1/31,************************************************,340,10,31
